bioproject,study_title,n_samples,paper_pmid,paper_doi,paper_title,paper_abstract_excerpt,search_status
PRJNA375487,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape CL_Cvi_mMF_r2 metagenome",1,,,,,pending
PRJNA375488,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape MF_Col_mMF_r2 metagenome",1,,,,,pending
PRJNA375489,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape CL_Col_mMS_r2 metagenome",1,,,,,pending
PRJNA375490,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape MF_Col_mMS_r2 metagenome",1,,,,,pending
PRJNA375491,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape CL_Col_mCL_r2 metagenome",1,,,,,pending
PRJNA375492,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape MF_Cvi_mTSA_r2 metagenome",1,,,,,pending
PRJNA375493,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape MF_Cvi_mCL_r2 metagenome",1,,,,,pending
PRJNA375494,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape CL_Col_mLB_r2 metagenome",1,,,,,pending
PRJNA375495,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape CL_Cvi_mMS_r2 metagenome",1,,,,,pending
PRJNA375496,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape MF_Col_mLB_r2 metagenome",1,,,,,pending
PRJNA375497,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape CL_Col_mTSA_r2 metagenome",1,,,,,pending
PRJNA375498,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape MF_Cvi_mLB_r2 metagenome",1,,,,,pending
PRJNA375499,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape MF_Col_mTSA_r2 metagenome",1,,,,,pending
PRJNA375500,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape CL_Cvi_mLB_r2 metagenome",1,,,,,pending
PRJNA375501,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape CL_Cvi_mCL_r2 metagenome",1,,,,,pending
PRJNA375502,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape MF_Cvi_mMS_r2 metagenome",1,,,,,pending
PRJNA375503,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape CL_Cvi_mTSA_r2 metagenome",1,,,,,pending
PRJNA375504,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape CL_Col_mMF_r2 metagenome",1,,,,,pending
PRJNA375505,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape MF_Cvi_mMF_r2 metagenome",2,,,,,pending
PRJNA375569,"Switchgrass rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS Switchgrass S1-2 metagenome",1,,,,,pending
PRJNA375575,"Miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS Miscanthus M1-2 metagenome",1,,,,,pending
PRJNA375673,"Populus root and rhizosphere microbial communities from Tennessee, USA - Rhizosphere MetaG P. TD hybrid SRZTD4 metagenome",1,,,,,pending
PRJNA375676,"Root nodule microbial communities of legume samples collected from California, USA - Medicago truncatula BG metagenome",1,,,,,pending
PRJNA376229,Ecological wastewater treatment,4,,,,,pending
PRJNA393496,Effect of Biochar on soil microbial,12,,,,,pending
PRJNA393632,Effect of gypsum amendment on dissimilatory sulfate reducing microorganisms in rice field soil,8,,,,,pending
PRJNA405459,"Miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS M3-4 metaG metagenome",1,,,,,pending
PRJNA406043,"Terrestrial soil microbial communities with excess Nitrogen fertilizer from Kellogg Biological Station, Michigan, USA - KB3-175-2 metagenome",1,,,,,pending
PRJNA406148,Arabidopsis rhizosphere microbial communities from North Carolina - M.Oy.4.old.040610 metagenome,1,,,,,pending
PRJNA406170,Arabidopsis rhizosphere microbial communities from North Carolina - M.Oy.6.yng.070610 metagenome,1,,,,,pending
PRJNA406785,"Endophyte microbial communities from Sorghum bicolor roots, Mead, Nebraska, USA - 072115-40_1 MetaG metagenome",1,,,,,pending
PRJNA419965,Avena rhizosphere community Metagenome,12,,,,,pending
PRJNA419970,Metagenomic analysis exploring soil microbial communities associated with Antarctic vascular plants,6,,,,,pending
PRJNA421252,Metagenomic analysis of the rhizosphere of the seagrass Zostera marina,2,,,,,pending
PRJNA422917,Metagenome sequencing spike-ins (''sequins''),12,,,,,pending
PRJNA441056,"Root nodule microbial communities from cowpea collected in UCLA plant growth center, Los Angeles, California, USA - CNSS1 metagenome",1,,,,,pending
PRJNA441057,"Root nodule microbial communities from cowpea collected in UCLA plant growth center, Los Angeles, California, USA - CNSS2 metagenome",1,,,,,pending
PRJNA441058,"Root nodule microbial communities from cowpea collected in UCLA plant growth center, Los Angeles, California, USA - CNSS3 metagenome",1,,,,,pending
PRJNA441059,"Root nodule microbial communities from cowpea collected in UCLA plant growth center, Los Angeles, California, USA - CNSS4 metagenome",1,,,,,pending
PRJNA441428,"Rhizosphere microbial communities from Vellozia epidendroides in rupestrian grasslands, the National Park of Serra do Cipo, Brazil - RX_R1 metagenome",1,,,,,pending
PRJNA441429,"Rhizosphere microbial communities from Vellozia epidendroides in rupestrian grasslands, the National Park of Serra do Cipo, Brazil - RX_R2 metagenome",1,,,,,pending
PRJNA441430,"Rhizosphere microbial communities from Vellozia epidendroides in rupestrian grasslands, the National Park of Serra do Cipo, Brazil - RX_R3 metagenome",1,,,,,pending
PRJNA441431,"Root-associated microbial communities from Barbacenia macrantha in rupestrian grasslands, the National Park of Serra do Cipo, Brazil - RX_R7 metagenome",1,,,,,pending
PRJNA441432,"Root-associated microbial communities from Barbacenia macrantha in rupestrian grasslands, the National Park of Serra do Cipo, Brazil - RX_R8 metagenome",1,,,,,pending
PRJNA441433,"Root-associated microbial communities from Barbacenia macrantha in rupestrian grasslands, the National Park of Serra do Cipo, Brazil - RX_R9 metagenome",1,,,,,pending
PRJNA444381,"Miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - M2-5 metaG metagenome",1,,,,,pending
PRJNA450295,Metagenomic sequencing of foxtail millet root-associated microbiome,146,,,,,pending
PRJNA467690,"Spruce roots microbial communities from Bohemian Forest, Czech Republic – CRU3 metagenome",1,,,,,pending
PRJNA467691,"Spruce roots microbial communities from Bohemian Forest, Czech Republic – CRU4 metagenome",1,,,,,pending
PRJNA467789,"Root nodule microbial communities from Medicago polymorpha collected in Santa Monica, California, United States - pink nodules metagenome",1,,,,,pending
PRJNA467790,"Root nodule microbial communities from Medicago polymorpha collected in Santa Monica, California, United States - brown nodules metagenome",1,,,,,pending
PRJNA468123,"Spruce roots microbial communities from Bohemian Forest, Czech Republic - CRU2 metagenome",1,,,,,pending
PRJNA468124,"Spruce roots microbial communities from Bohemian Forest, Czech Republic - CRU5 metagenome",1,,,,,pending
PRJNA473437,,24,,,,,pending
PRJNA482626,Metagenomes for Casuarina glauca Root Nodule Endophytes found in Tunisia,9,,,,,pending
PRJNA484230,soil metagenome Metagenome,92,,,,,pending
PRJNA502406,"Spruce roots microbial communities from Bohemian Forest, Czech Republic – CRU1 metagenome",1,,,,,pending
PRJNA502708,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-8-24 metaG metagenome",1,,,,,pending
PRJNA502711,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-14-24 metaG metagenome",1,,,,,pending
PRJNA502725,"Rhizosphere microbial communities from Maridalen valley, Oslo, Norway - NZE1 metagenome",1,,,,,pending
PRJNA502726,"Rhizosphere microbial communities from Maridalen valley, Oslo, Norway - NZE2 metagenome",1,,,,,pending
PRJNA502728,"Rhizosphere microbial communities from Maridalen valley, Oslo, Norway - NZE5 metagenome",1,,,,,pending
PRJNA502729,"Rhizosphere microbial communities from Maridalen valley, Oslo, Norway - NZA6 metagenome",1,,,,,pending
PRJNA517182,Soil Metagenomes from Mediterranean grasslands of California,12,,,,,pending
PRJNA518255,"Maize rhizosphere microbial communities from greenhouse at UC Davis, California, United States - 322HYB-C-1 metagenome",1,,,,,pending
PRJNA518256,"Maize rhizosphere microbial communities from greenhouse at UC Davis, California, United States - 322HYB-C-3 metagenome",1,,,,,pending
PRJNA518310,"Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 9_EM metagenome",1,,,,,pending
PRJNA518311,"Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 10_EM metagenome",1,,,,,pending
PRJNA518312,"Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 13_EM metagenome",1,,,,,pending
PRJNA518313,"Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 14_EM metagenome",1,,,,,pending
PRJNA518314,"Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 15_EM metagenome",1,,,,,pending
PRJNA518315,"Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 16_EM metagenome",1,,,,,pending
PRJNA518430,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-5-22 metaG metagenome",1,,,,,pending
PRJNA518431,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-5-26 metaG metagenome",1,,,,,pending
PRJNA518432,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-8-27 metaG metagenome",1,,,,,pending
PRJNA518433,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-14-19 metaG metagenome",1,,,,,pending
PRJNA518434,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-14-20 metaG metagenome",1,,,,,pending
PRJNA518435,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-16-21 metaG metagenome",1,,,,,pending
PRJNA518436,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-16-24 metaG metagenome",1,,,,,pending
PRJNA518437,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-16-27 metaG metagenome",1,,,,,pending
PRJNA518438,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-19-19 metaG metagenome",1,,,,,pending
PRJNA518439,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-19-26 metaG metagenome",1,,,,,pending
PRJNA518440,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-20-19 metaG metagenome",1,,,,,pending
PRJNA518441,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-21-26 metaG metagenome",1,,,,,pending
PRJNA518442,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-CB2-19 metaG metagenome",1,,,,,pending
PRJNA518443,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-CB2-25 metaG metagenome",1,,,,,pending
PRJNA518589,"Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 17_EM metagenome",1,,,,,pending
PRJNA518590,"Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 19_EM metagenome",1,,,,,pending
PRJNA518591,"Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 23_EM metagenome",1,,,,,pending
PRJNA523168,,72,,,,,pending
PRJNA525709,Nacozari microbiomes and metagenomes,1,,,,,pending
PRJNA539070,"Rhizosphere microbial communities from salt marsh grasses in Alabama, United States - J5-7_050615r2r3 metagenome",1,,,,,pending
PRJNA539071,"Rhizosphere microbial communities from salt marsh grasses in Alabama, United States - S0-2_050615r3r5 metagenome",1,,,,,pending
PRJNA539072,"Rhizosphere microbial communities from salt marsh grasses in Alabama, United States - S5-7_050615r2r1 metagenome",1,,,,,pending
PRJNA539073,"Rhizosphere microbial communities from salt marsh grasses in Alabama, United States - J0-2_160517rDrC metagenome",1,,,,,pending
PRJNA539074,"Rhizosphere microbial communities from salt marsh grasses in Alabama, United States - J5-7_160517rDrA metagenome",1,,,,,pending
PRJNA539075,"Rhizosphere microbial communities from salt marsh grasses in Alabama, United States - S0-2_160517rDrB metagenome",1,,,,,pending
PRJNA539076,"Rhizosphere microbial communities from salt marsh grasses in Alabama, United States - J_170502JBrBrA metagenome",1,,,,,pending
PRJNA539077,"Rhizosphere microbial communities from salt marsh grasses in Alabama, United States - S_170502SCrBrC metagenome",1,,,,,pending
PRJNA539517,"Root nodule microbial communities collected in Santa Monica, California, United States - Edamame nodules 1 metagenome",1,,,,,pending
PRJNA539519,"Medicago polymorpha root nodule microbial communities from Los Angeles, California, United States - small nodules metagenome",1,,,,,pending
PRJNA539520,"Medicago polymorpha root nodule microbial communities from Los Angeles, California, United States - elongated nodules metagenome",1,,,,,pending
PRJNA539521,"Medicago polymorpha root nodule microbial communities from Los Angeles, California, United States - branched nodules metagenome",1,,,,,pending
PRJNA539583,"Maize rhizosphere microbial communities from greenhouse at UC Davis, California, United States - 322HYB-C-2 metagenome",1,,,,,pending
PRJNA539584,"Maize rhizosphere microbial communities from greenhouse at UC Davis, California, United States - 322HYB-O-1 metagenome",1,,,,,pending
PRJNA539585,"Maize rhizosphere microbial communities from greenhouse at UC Davis, California, United States - 322HYB-O-2 metagenome",1,,,,,pending
PRJNA539586,"Maize rhizosphere microbial communities from greenhouse at UC Davis, California, United States - 322HYB-O-3 metagenome",1,,,,,pending
PRJNA539587,"Maize rhizosphere microbial communities from greenhouse at UC Davis, California, United States - DK15-O-1 metagenome",1,,,,,pending
PRJNA539588,"Maize rhizosphere microbial communities from greenhouse at UC Davis, California, United States - DK15-C-1 metagenome",1,,,,,pending
PRJNA539589,"Maize rhizosphere microbial communities from greenhouse at UC Davis, California, United States - DK15-O-2 metagenome",1,,,,,pending
PRJNA539590,"Maize rhizosphere microbial communities from greenhouse at UC Davis, California, United States - DK15-O-3 metagenome",1,,,,,pending
PRJNA539591,"Maize rhizosphere microbial communities from greenhouse at UC Davis, California, United States - DK15-C-2 metagenome",1,,,,,pending
PRJNA539592,"Maize rhizosphere microbial communities from greenhouse at UC Davis, California, United States - DK15-C-3 metagenome",1,,,,,pending
PRJNA539602,"Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 25_EM metagenome",1,,,,,pending
PRJNA539665,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-1-23 metaG metagenome",1,,,,,pending
PRJNA539666,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-1-26 metaG metagenome",1,,,,,pending
PRJNA539667,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-19-23 metaG metagenome",1,,,,,pending
PRJNA539668,"Rhizosphere microbial communities from Carex aquatilis grown in University of Washington, Seatle, WA, United States - 4-CB3-27 metaG metagenome",1,,,,,pending
PRJNA551716,rhizospheric bacteria with dersert shrubs,6,,,,,pending
PRJNA559062,Metagenomic profiles of microbial comunities associated with sugarcane under organic versus conventional cultivation and prospection of plant growth promoting microorganisms,6,,,,,pending
PRJNA570127,"Rhizosphere microbial communities from salt marsh grasses in Alabama, United States - J0-2_050615r2r1 metagenome",2,,,,,pending
PRJNA570128,"Rhizosphere microbial communities from salt marsh grasses in Alabama, United States - S5-7_160517rA metagenome",1,,,,,pending
PRJNA570524,"Spruce roots microbial communities from Maridalen valley, Oslo, Norway - NRE1 metagenome",1,,,,,pending
PRJNA570525,"Spruce roots microbial communities from Maridalen valley, Oslo, Norway - NRE2 metagenome",1,,,,,pending
PRJNA570526,"Spruce roots microbial communities from Maridalen valley, Oslo, Norway - NRE4 metagenome",1,,,,,pending
PRJNA570527,"Spruce roots microbial communities from Maridalen valley, Oslo, Norway - NRE5 metagenome",1,,,,,pending
PRJNA570528,"Spruce roots microbial communities from Maridalen valley, Oslo, Norway - NRE6 metagenome",1,,,,,pending
PRJNA571047,"Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 7_EM metagenome",1,,,,,pending
PRJNA571048,"Populus trichocarpa ectomycorrhiza microbial communities from riparian zone in the Pacific Northwest, United States - 12_EM metagenome",1,,,,,pending
PRJNA593573,Leaf and root-associated microbiomes of three south-east Asian green leafy vegetables grown in an urban farm in Singapore (2018),41,,,,,pending
PRJNA597058,Microbiomes of hybrid and inbred maize,3,,,,,pending
PRJNA600764,Miyake-jima Japan,1,,,,,pending
PRJNA607213,Maize rhizosphere metagenome Metagenome,5,,,,,pending
PRJNA607406,Studies of dynamic variations in rhizosphere microbiome and plant after inoculation of PGP-microbes in soils,6,,,,,pending
PRJNA608274,Metagenome manure-rhizosphere-soil (AB-treated),47,,,,,pending
PRJNA612127,mangrove metagenome Raw sequence reads,2,,,,,pending
PRJNA614621,Bacteria from rape rhizosphere in Gorsk (Poland),3,,,,,pending
PRJNA621236,"Populus rhizosphere microbial communities from soil in Oregon, United States - WV94_Oregon_NoN_11 metagenome",1,,,,,pending
PRJNA621237,"Populus rhizosphere microbial communities from soil in Oregon, United States - WV94_Oregon_NoN_12 metagenome",1,,,,,pending
PRJNA621238,"Populus rhizosphere microbial communities from soil in Oregon, United States - WV94_Oregon_NoN_16 metagenome",1,,,,,pending
PRJNA621239,"Populus rhizosphere microbial communities from soil in West Virginia, United States - WV94_WV_NoN_2 metagenome",1,,,,,pending
PRJNA621243,"Populus rhizosphere microbial communities from soil in West Virginia, United States - WV94_WV_NoN_3 metagenome",1,,,,,pending
PRJNA621245,"Populus rhizosphere microbial communities from soil in West Virginia, United States - WV94_WV_NoN_4 metagenome",1,,,,,pending
PRJNA621248,"Populus rhizosphere microbial communities from soil in West Virginia, United States - WV94_WV_NoN_11 metagenome",1,,,,,pending
PRJNA621249,"Populus rhizosphere microbial communities from soil in West Virginia, United States - WV94_WV_NoN_16 metagenome",1,,,,,pending
PRJNA621251,"Populus rhizosphere microbial communities from soil in Oregon, United States - GW9791_Oregon_N_1 metagenome",1,,,,,pending
PRJNA621254,"Populus rhizosphere microbial communities from soil in Oregon, United States - GW9791_Oregon_N_2 metagenome",1,,,,,pending
PRJNA621257,"Populus rhizosphere microbial communities from soil in Oregon, United States - GW9791_Oregon_N_3 metagenome",1,,,,,pending
PRJNA621259,"Populus rhizosphere microbial communities from soil in Oregon, United States - GW9791_Oregon_N_4 metagenome",1,,,,,pending
PRJNA621265,"Populus rhizosphere microbial communities from soil in Oregon, United States - GW9791_Oregon_N_8 metagenome",1,,,,,pending
PRJNA621273,"Populus rhizosphere microbial communities from soil in West Virginia, United States - GW9791_WV_N_1 metagenome",1,,,,,pending
PRJNA621274,"Populus rhizosphere microbial communities from soil in West Virginia, United States - GW9791_WV_N_2 metagenome",1,,,,,pending
PRJNA621275,"Populus rhizosphere microbial communities from soil in West Virginia, United States - GW9791_WV_N_3 metagenome",1,,,,,pending
PRJNA621276,"Populus rhizosphere microbial communities from soil in West Virginia, United States - GW9791_WV_N_4 metagenome",1,,,,,pending
PRJNA621277,"Populus rhizosphere microbial communities from soil in West Virginia, United States - GW9791_WV_N_11 metagenome",1,,,,,pending
PRJNA621278,"Populus rhizosphere microbial communities from soil in Oregon, United States - WV94_Oregon_N_1 metagenome",1,,,,,pending
PRJNA621279,"Populus rhizosphere microbial communities from soil in Oregon, United States - WV94_Oregon_N_2 metagenome",1,,,,,pending
PRJNA621280,"Populus rhizosphere microbial communities from soil in Oregon, United States - WV94_Oregon_N_3 metagenome",1,,,,,pending
PRJNA621281,"Populus rhizosphere microbial communities from soil in Oregon, United States - WV94_Oregon_N_4 metagenome",1,,,,,pending
PRJNA621282,"Populus rhizosphere microbial communities from soil in Oregon, United States - WV94_Oregon_N_5 metagenome",1,,,,,pending
PRJNA621283,"Populus rhizosphere microbial communities from soil in West Virginia, United States - WV94_WV_N_1 metagenome",1,,,,,pending
PRJNA621284,"Populus rhizosphere microbial communities from soil in West Virginia, United States - WV94_WV_N_2 metagenome",1,,,,,pending
PRJNA621339,"Populus rhizosphere microbial communities from soil in Oregon, United States - GW9791_Oregon_NoN_11 metagenome",1,,,,,pending
PRJNA621340,"Populus rhizosphere microbial communities from soil in Oregon, United States - GW9791_Oregon_NoN_12 metagenome",1,,,,,pending
PRJNA621341,"Populus rhizosphere microbial communities from soil in Oregon, United States - GW9791_Oregon_NoN_16 metagenome",1,,,,,pending
PRJNA621342,"Populus rhizosphere microbial communities from soil in Oregon, United States - GW9791_Oregon_NoN_17 metagenome",1,,,,,pending
PRJNA621343,"Populus rhizosphere microbial communities from soil in Oregon, United States - GW9791_Oregon_NoN_19 metagenome",1,,,,,pending
PRJNA621344,"Populus rhizosphere microbial communities from soil in West Virginia, United States - GW9791_WV_NoN_1 metagenome",1,,,,,pending
PRJNA621345,"Populus rhizosphere microbial communities from soil in West Virginia, United States - GW9791_WV_NoN_2 metagenome",1,,,,,pending
PRJNA621346,"Populus rhizosphere microbial communities from soil in West Virginia, United States - GW9791_WV_NoN_3 metagenome",1,,,,,pending
PRJNA621347,"Populus rhizosphere microbial communities from soil in West Virginia, United States - GW9791_WV_NoN_4 metagenome",1,,,,,pending
PRJNA621348,"Populus rhizosphere microbial communities from soil in West Virginia, United States - GW9791_WV_NoN_16 metagenome",1,,,,,pending
PRJNA621349,"Populus rhizosphere microbial communities from soil in Oregon, United States - WV94_Oregon_NoN_1 metagenome",1,,,,,pending
PRJNA621350,"Populus rhizosphere microbial communities from soil in Oregon, United States - WV94_Oregon_NoN_4 metagenome",1,,,,,pending
PRJNA621351,"Populus rhizosphere microbial communities from soil in West Virginia, United States - WV94_WV_N_3 metagenome",1,,,,,pending
PRJNA621352,"Populus rhizosphere microbial communities from soil in West Virginia, United States - WV94_WV_N_4 metagenome",1,,,,,pending
PRJNA621353,"Populus rhizosphere microbial communities from soil in West Virginia, United States - WV94_WV_N_11 metagenome",1,,,,,pending
PRJNA621974,"Rhizosphere microbial communities from salt marsh grasses in Alabama, United States - J_170502JArCrA metagenome",2,,,,,pending
PRJNA621975,"Rhizosphere microbial communities from salt marsh grasses in Alabama, United States - S_170502SBrCrA metagenome",2,,,,,pending
PRJNA622969,Brevibacillus laterosporus strain:K75 Genome sequencing and assembly,1,,,,,pending
PRJNA633753,Soil Rhizosphere of sugarcane Metagenome,5,,,,,pending
PRJNA637017,,18,,,,,pending
PRJNA638690,Metagenomic analysis of squash root-associated microbiome,6,,,,,pending
PRJNA639384,AMF Raw sequence reads,6,,,,,pending
PRJNA639407,AMF Raw sequence reads,4,,,,,pending
PRJNA641523,,1,,,,,pending
PRJNA643787,Ancestral and modern wheat genotypes Metagenome,29,,,,,pending
PRJNA645371,Rhizosphere soil,1,,,,,pending
PRJNA645385,Rhizosphere soil sample 2,1,,,,,pending
PRJNA646933,Microbiome-mediated phenotype transfer from transgenic plants,6,,,,,pending
PRJNA647667,A metagenomic survey about rhizosphere and root samples from plantains and bananas,12,,,,,pending
PRJNA647797,Maize associated microbiome studies,2,,,,,pending
PRJNA647806,Maize rhizobiome studies,2,,,,,pending
PRJNA648085,Rhizosphere Metagenome,1,,,,,pending
PRJNA650132,"Metagenomic Study of Cotton Rhizosphere, Alwar, Rajasthan",2,,,,,pending
PRJNA655215,Metagenomic analyses of soybean rhizosphere,2,,,,,pending
PRJNA655627,Community of Microbes in Maize Rhizosphere,3,,,,,pending
PRJNA659413,Stable Isotope Labeling of Fern Associated Microbiomes with 13C-Chloromethane,1,,,,,pending
PRJNA660314,RedRoot Metagenome analysis,24,,,,,pending
PRJNA663614,Rice rhizosphere metagenome Raw sequence reads,48,,,,,pending
PRJNA665712,soil metagenome Raw sequence reads,5,,,,,pending
PRJNA673792,,4,,,,,pending
PRJNA674485,,4,,,,,pending
PRJNA678469,Community of Microbes in Maize Rhizosphere,1,,,,,pending
PRJNA678475,Community of Microbes in Maize Rhizosphere,1,,,,,pending
PRJNA695128,,18,,,,,pending
PRJNA697389,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0821FE14Z081617_5551 metagenome",1,,,,,pending
PRJNA697390,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0612WE14Z082817_5619 metagenome",1,,,,,pending
PRJNA697391,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0216DE14Z080117_5416 metagenome",1,,,,,pending
PRJNA697392,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0512LE14Z062817_5216 metagenome",1,,,,,pending
PRJNA697393,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0612DE14Z070717_5290 metagenome",1,,,,,pending
PRJNA697394,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0612FE14Z062817_5219 metagenome",1,,,,,pending
PRJNA697395,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0220FE14Z071817_5348 metagenome",1,,,,,pending
PRJNA697396,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0503WE14Z080117_5431 metagenome",1,,,,,pending
PRJNA697397,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0113LE14Z062817_5195 metagenome",1,,,,,pending
PRJNA697398,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0220FE14Z062817_5204 metagenome",1,,,,,pending
PRJNA697409,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0317DE14Z082817_5607 metagenome",1,,,,,pending
PRJNA697410,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0612WE14Z080117_5437 metagenome",1,,,,,pending
PRJNA697411,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0821WE14Z070717_5297 metagenome",1,,,,,pending
PRJNA697412,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0216DE14Z070717_5272 metagenome",1,,,,,pending
PRJNA697413,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0512FE14Z081617_5539 metagenome",1,,,,,pending
PRJNA697414,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0116DE14Z080117_5414 metagenome",1,,,,,pending
PRJNA697415,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0503DE14Z070717_5284 metagenome",1,,,,,pending
PRJNA697416,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0512LE14Z081617_5542 metagenome",1,,,,,pending
PRJNA697417,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0612DE14Z082817_5616 metagenome",1,,,,,pending
PRJNA697418,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0512FE14Z062817_5213 metagenome",1,,,,,pending
PRJNA697419,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0113LE14Z071817_5339 metagenome",1,,,,,pending
PRJNA697420,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0216WE14Z070717_5275 metagenome",1,,,,,pending
PRJNA697421,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0116DE14Z082817_5596 metagenome",1,,,,,pending
